Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
DET,CHO,2.25,1.38
MIA,WAS,,
CLE,ATL,2.95,1.2
PHI,IND,,
TOR,NYK,2.55,1.28
NOP,BOS,,
ORL,CHI,,
DAL,SAS,,
BRK,MIL,3.4,1.13
OKC,DEN,3.4,1.13
MEM,UTA,2.05,1.46
MIN,HOU,3.3,1.15
GSW,SAC,1.12,3.5
LAC,POR,1.82,1.62
PHO,LAL,1.56,1.88
