Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
PHI,DET,,
PHO,IND,1.18,3.1
WAS,ORL,,
BRK,ATL,,
MIL,MIA,2.5,1.3
DAL,MEM,1.4,2.2
DEN,SAS,2.4,1.32
BOS,OKC,2.55,1.28
CHI,LAL,,
