Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
ORL,CHO,2.3,1.35
DET,WAS,,
LAL,MIA,1.88,1.56
CLE,CHI,,
LAC,NOP,1.78,1.65
PHO,SAS,3.3,1.15
MIL,UTA,1.38,2.25
PHI,SAC,1.48,2.0
