Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
WAS,BRK,2.2,1.4
HOU,OKC,1.9,1.55
DAL,SAS,3.3,1.15
UTA,ORL,2.95,1.2
CHO,ATL,1.62,1.82
DEN,CHI,1.33,2.35
GSW,LAL,1.94,1.52
PHI,PHO,1.8,1.63
MEM,POR,2.95,1.2
CLE,SAC,,
