Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
PHI,IND,1.16,3.2
WAS,ATL,,
DAL,BRK,1.63,1.8
OKC,TOR,1.73,1.7
NYK,CLE,2.1,1.43
CHO,CHI,1.22,2.85
MIA,MIL,1.33,2.35
GSW,NOP,1.65,1.78
BOS,PHO,1.3,2.5
MIN,POR,1.32,2.4
ORL,LAL,2.25,1.38
