Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
OKC,DET,2.8,1.23
SAS,TOR,1.26,2.6
GSW,MEM,1.46,2.05
SAC,HOU,,
CLE,MIL,1.2,2.95
BOS,DEN,2.05,1.46
