Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIL,ATL,1.88,1.56
OKC,CLE,1.3,2.5
LAC,WAS,1.25,2.7
DAL,NYK,3.2,1.16
UTA,SAS,,
IND,PHI,2.95,1.2
PHO,BRK,1.22,2.85
BOS,DET,1.94,1.52
MIA,GSW,2.4,1.32
