Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
DAL,BOS,,
MIA,CHO,2.6,1.26
POR,HOU,2.4,1.32
NYK,DEN,1.65,1.78
NOP,PHO,2.4,1.32
LAC,SAS,2.8,1.23
IND,LAL,3.4,1.13
