Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
POR,WAS,1.28,2.55
SAC,NYK,,
MIL,PHI,3.3,1.15
NOP,OKC,,
DET,DEN,1.28,2.55
BRK,PHO,2.95,1.2
LAC,UTA,1.22,2.85
