Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
CLE,CHO,1.55,1.9
IND,BOS,3.5,1.12
BRK,NYK,,
ATL,MEM,1.88,1.56
DET,NOP,1.16,3.2
OKC,MIL,1.18,3.1
TOR,SAC,1.43,2.1
