Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
DET,BOS,1.78,1.65
TOR,MIA,2.4,1.32
DAL,UTA,1.58,1.86
HOU,DEN,1.78,1.65
MEM,LAC,2.05,1.46
