Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
HOU,UTA,1.12,3.5
BOS,CLE,2.6,1.26
TOR,NYK,2.85,1.22
ATL,PHI,1.82,1.62
OKC,POR,,
SAS,MIN,2.07,1.45
MEM,SAC,1.53,1.93
NOP,LAL,,
