Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
POR,DEN,3.1,1.18
BRK,SAC,2.3,1.35
WAS,NYK,,
MIN,BOS,3.1,1.18
TOR,PHO,1.55,1.9
