Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
CHI,ATL,2.15,1.42
TOR,BRK,1.46,2.05
MIA,NYK,2.8,1.23
SAS,WAS,,
MIL,MIN,3.8,1.09
HOU,SAC,,
