Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
DET,CLE,2.25,1.38
IND,ORL,2.5,1.3
DEN,BRK,1.53,1.93
NOP,MIA,2.8,1.23
MIN,WAS,1.15,3.3
OKC,PHO,1.18,3.1
MIL,SAC,1.3,2.5
MEM,LAL,2.4,1.32
