Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
IND,CHO,,
MIN,PHI,1.86,1.58
CHI,NYK,,
ATL,BRK,1.05,4.3
BOS,MIL,,
UTA,HOU,,
TOR,MEM,,
ORL,DAL,1.28,2.55
NOP,SAC,1.38,2.25
