Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MEM,DET,,
NYK,IND,,
PHO,TOR,2.1,1.43
CLE,DAL,,
NOP,HOU,2.6,1.26
MIN,GSW,1.33,2.35
UTA,POR,,
CHI,LAC,3.5,1.12
