Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
SAS,MIL,,
DET,MIN,1.85,1.6
PHI,CHO,2.4,1.32
SAC,ATL,,
CHI,MEM,1.46,2.05
UTA,PHO,4.75,1.03
